格网左下角经度（度）,格网右上角纬度（度）,格网相对Y坐标,格网相对X坐标,格网ID（唯一）,格网左下角纬度（度）,格网右上角经度（度）,格网编码,grid_id,lon,lat,station_id,spatial_type,coordinate_role,crs,source,quality_flag
114.3033,22.69,28,57,2633,22.68,114.3133,"57,28",2633,114.3083,22.685000000000002,SZ_GRID_2633,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5933,22.5,9,86,914,22.49,114.6033,"86,9",914,114.5983,22.494999999999997,SZ_GRID_914,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3633,22.69,28,63,2639,22.68,114.3733,"63,28",2639,114.3683,22.685000000000002,SZ_GRID_2639,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6033,22.5,9,87,915,22.49,114.6133,"87,9",915,114.6083,22.494999999999997,SZ_GRID_915,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4533,22.69,28,72,2648,22.68,114.4633,"72,28",2648,114.45830000000001,22.685000000000002,SZ_GRID_2648,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6333,22.5,9,90,918,22.49,114.6433,"90,9",918,114.6383,22.494999999999997,SZ_GRID_918,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4633,22.69,28,73,2649,22.68,114.4733,"73,28",2649,114.4683,22.685000000000002,SZ_GRID_2649,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6433,22.5,9,91,919,22.49,114.6533,"91,9",919,114.6483,22.494999999999997,SZ_GRID_919,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5133,22.69,28,78,2654,22.68,114.5233,"78,28",2654,114.51830000000001,22.685000000000002,SZ_GRID_2654,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7833,22.51,10,5,925,22.5,113.7933,"5,10",925,113.78829999999999,22.505000000000003,SZ_GRID_925,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5233,22.69,28,79,2655,22.68,114.5333,"79,28",2655,114.5283,22.685000000000002,SZ_GRID_2655,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8033,22.51,10,7,927,22.5,113.8133,"7,10",927,113.8083,22.505000000000003,SZ_GRID_927,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5533,22.43,2,82,266,22.42,114.5633,"82,2",266,114.5583,22.425,SZ_GRID_266,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8833,22.51,10,15,935,22.5,113.8933,"15,10",935,113.8883,22.505000000000003,SZ_GRID_935,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5733,22.69,28,84,2660,22.68,114.5833,"84,28",2660,114.5783,22.685000000000002,SZ_GRID_2660,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8933,22.51,10,16,936,22.5,113.9033,"16,10",936,113.8983,22.505000000000003,SZ_GRID_936,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7733,22.75,34,4,3132,22.74,113.7833,"4,34",3132,113.7783,22.744999999999997,SZ_GRID_3132,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9233,22.51,10,19,939,22.5,113.9333,"19,10",939,113.92830000000001,22.505000000000003,SZ_GRID_939,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7833,22.75,34,5,3133,22.74,113.7933,"5,34",3133,113.78829999999999,22.744999999999997,SZ_GRID_3133,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7533,22.42,1,2,94,22.41,113.7633,"2,1",94,113.75829999999999,22.415,SZ_GRID_94,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7433,22.7,29,1,2669,22.69,113.7533,"1,29",2669,113.7483,22.695,SZ_GRID_2669,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3933,22.47,6,66,618,22.46,114.4033,"66,6",618,114.3983,22.465,SZ_GRID_618,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5633,22.43,2,83,267,22.42,114.5733,"83,2",267,114.5683,22.425,SZ_GRID_267,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4033,22.47,6,67,619,22.46,114.4133,"67,6",619,114.4083,22.465,SZ_GRID_619,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7733,22.7,29,4,2672,22.69,113.7833,"4,29",2672,113.7783,22.695,SZ_GRID_2672,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3533,22.41,0,62,62,22.4,114.3633,"62,0",62,114.3583,22.405,SZ_GRID_62,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7933,22.7,29,6,2674,22.69,113.8033,"6,29",2674,113.7983,22.695,SZ_GRID_2674,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4233,22.47,6,69,621,22.46,114.4333,"69,6",621,114.42830000000001,22.465,SZ_GRID_621,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8133,22.7,29,8,2676,22.69,113.8233,"8,29",2676,113.8183,22.695,SZ_GRID_2676,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4433,22.47,6,71,623,22.46,114.4533,"71,6",623,114.44829999999999,22.465,SZ_GRID_623,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8433,22.7,29,11,2679,22.69,113.8533,"11,29",2679,113.8483,22.695,SZ_GRID_2679,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4733,22.47,6,74,626,22.46,114.4833,"74,6",626,114.47829999999999,22.465,SZ_GRID_626,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8733,22.7,29,14,2682,22.69,113.8833,"14,29",2682,113.8783,22.695,SZ_GRID_2682,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5033,22.47,6,77,629,22.46,114.5133,"77,6",629,114.50829999999999,22.465,SZ_GRID_629,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9233,22.7,29,19,2687,22.69,113.9333,"19,29",2687,113.92830000000001,22.695,SZ_GRID_2687,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3633,22.41,0,63,63,22.4,114.3733,"63,0",63,114.3683,22.405,SZ_GRID_63,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9433,22.7,29,21,2689,22.69,113.9533,"21,29",2689,113.94829999999999,22.695,SZ_GRID_2689,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5233,22.47,6,79,631,22.46,114.5333,"79,6",631,114.5283,22.465,SZ_GRID_631,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9633,22.7,29,23,2691,22.69,113.9733,"23,29",2691,113.9683,22.695,SZ_GRID_2691,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5333,22.47,6,80,632,22.46,114.5433,"80,6",632,114.53829999999999,22.465,SZ_GRID_632,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9933,22.7,29,26,2694,22.69,114.0033,"26,29",2694,113.9983,22.695,SZ_GRID_2694,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5633,22.47,6,83,635,22.46,114.5733,"83,6",635,114.5683,22.465,SZ_GRID_635,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0033,22.7,29,27,2695,22.69,114.0133,"27,29",2695,114.00829999999999,22.695,SZ_GRID_2695,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7333,22.48,7,0,644,22.47,113.7433,"0,7",644,113.73830000000001,22.475,SZ_GRID_644,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0433,22.7,29,31,2699,22.69,114.0533,"31,29",2699,114.0483,22.695,SZ_GRID_2699,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7833,22.48,7,5,649,22.47,113.7933,"5,7",649,113.78829999999999,22.475,SZ_GRID_649,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0033,22.41,0,27,27,22.4,114.0133,"27,0",27,114.00829999999999,22.405,SZ_GRID_27,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7933,22.48,7,6,650,22.47,113.8033,"6,7",650,113.7983,22.475,SZ_GRID_650,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0633,22.7,29,33,2701,22.69,114.0733,"33,29",2701,114.0683,22.695,SZ_GRID_2701,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8333,22.48,7,10,654,22.47,113.8433,"10,7",654,113.8383,22.475,SZ_GRID_654,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0733,22.7,29,34,2702,22.69,114.0833,"34,29",2702,114.0783,22.695,SZ_GRID_2702,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8533,22.48,7,12,656,22.47,113.8633,"12,7",656,113.8583,22.475,SZ_GRID_656,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1433,22.7,29,41,2709,22.69,114.1533,"41,29",2709,114.1483,22.695,SZ_GRID_2709,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4933,22.41,0,76,76,22.4,114.5033,"76,0",76,114.4983,22.405,SZ_GRID_76,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2033,22.7,29,47,2715,22.69,114.2133,"47,29",2715,114.20830000000001,22.695,SZ_GRID_2715,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0433,22.49,8,31,767,22.48,114.0533,"31,8",767,114.0483,22.485,SZ_GRID_767,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2133,22.7,29,48,2716,22.69,114.2233,"48,29",2716,114.2183,22.695,SZ_GRID_2716,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0633,22.49,8,33,769,22.48,114.0733,"33,8",769,114.0683,22.485,SZ_GRID_769,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2233,22.7,29,49,2717,22.69,114.2333,"49,29",2717,114.22829999999999,22.695,SZ_GRID_2717,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0733,22.49,8,34,770,22.48,114.0833,"34,8",770,114.0783,22.485,SZ_GRID_770,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2333,22.7,29,50,2718,22.69,114.2433,"50,29",2718,114.23830000000001,22.695,SZ_GRID_2718,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1233,22.49,8,39,775,22.48,114.1333,"39,8",775,114.1283,22.485,SZ_GRID_775,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2433,22.7,29,51,2719,22.69,114.2533,"51,29",2719,114.2483,22.695,SZ_GRID_2719,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1533,22.49,8,42,778,22.48,114.1633,"42,8",778,114.1583,22.485,SZ_GRID_778,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2533,22.7,29,52,2720,22.69,114.2633,"52,29",2720,114.25829999999999,22.695,SZ_GRID_2720,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5233,22.41,0,79,79,22.4,114.5333,"79,0",79,114.5283,22.405,SZ_GRID_79,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2733,22.7,29,54,2722,22.69,114.2833,"54,29",2722,114.2783,22.695,SZ_GRID_2722,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2733,22.49,8,54,790,22.48,114.2833,"54,8",790,114.2783,22.485,SZ_GRID_790,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2833,22.7,29,55,2723,22.69,114.2933,"55,29",2723,114.28829999999999,22.695,SZ_GRID_2723,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2833,22.49,8,55,791,22.48,114.2933,"55,8",791,114.28829999999999,22.485,SZ_GRID_791,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3033,22.7,29,57,2725,22.69,114.3133,"57,29",2725,114.3083,22.695,SZ_GRID_2725,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3233,22.49,8,59,795,22.48,114.3333,"59,8",795,114.3283,22.485,SZ_GRID_795,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3233,22.7,29,59,2727,22.69,114.3333,"59,29",2727,114.3283,22.695,SZ_GRID_2727,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3333,22.49,8,60,796,22.48,114.3433,"60,8",796,114.3383,22.485,SZ_GRID_796,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2433,22.51,10,51,971,22.5,114.2533,"51,10",971,114.2483,22.505000000000003,SZ_GRID_971,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3433,22.49,8,61,797,22.48,114.3533,"61,8",797,114.3483,22.485,SZ_GRID_797,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2533,22.51,10,52,972,22.5,114.2633,"52,10",972,114.25829999999999,22.505000000000003,SZ_GRID_972,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3533,22.49,8,62,798,22.48,114.3633,"62,8",798,114.3583,22.485,SZ_GRID_798,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3533,22.86,45,62,4202,22.85,114.3633,"62,45",4202,114.3583,22.855,SZ_GRID_4202,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4133,22.5,9,68,896,22.49,114.4233,"68,9",896,114.4183,22.494999999999997,SZ_GRID_896,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3833,22.86,45,65,4205,22.85,114.3933,"65,45",4205,114.3883,22.855,SZ_GRID_4205,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8233,22.41,0,9,9,22.4,113.8333,"9,0",9,113.8283,22.405,SZ_GRID_9,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3933,22.86,45,66,4206,22.85,114.4033,"66,45",4206,114.3983,22.855,SZ_GRID_4206,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5233,22.5,9,79,907,22.49,114.5333,"79,9",907,114.5283,22.494999999999997,SZ_GRID_907,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4033,22.86,45,67,4207,22.85,114.4133,"67,45",4207,114.4083,22.855,SZ_GRID_4207,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5433,22.5,9,81,909,22.49,114.5533,"81,9",909,114.5483,22.494999999999997,SZ_GRID_909,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4233,22.86,45,69,4209,22.85,114.4333,"69,45",4209,114.42830000000001,22.855,SZ_GRID_4209,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6433,22.41,0,91,91,22.4,114.6533,"91,0",91,114.6483,22.405,SZ_GRID_91,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2633,22.45,4,53,421,22.44,114.2733,"53,4",421,114.26830000000001,22.445,SZ_GRID_421,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5533,22.5,9,82,910,22.49,114.5633,"82,9",910,114.5583,22.494999999999997,SZ_GRID_910,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4333,22.86,45,70,4210,22.85,114.4433,"70,45",4210,114.4383,22.855,SZ_GRID_4210,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6133,22.5,9,88,916,22.49,114.6233,"88,9",916,114.6183,22.494999999999997,SZ_GRID_916,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4433,22.86,45,71,4211,22.85,114.4533,"71,45",4211,114.44829999999999,22.855,SZ_GRID_4211,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6233,22.5,9,89,917,22.49,114.6333,"89,9",917,114.6283,22.494999999999997,SZ_GRID_917,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5033,22.86,45,77,4217,22.85,114.5133,"77,45",4217,114.50829999999999,22.855,SZ_GRID_4217,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7333,22.42,1,0,92,22.41,113.7433,"0,1",92,113.73830000000001,22.415,SZ_GRID_92,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2733,22.45,4,54,422,22.44,114.2833,"54,4",422,114.2783,22.445,SZ_GRID_422,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7533,22.51,10,2,922,22.5,113.7633,"2,10",922,113.75829999999999,22.505000000000003,SZ_GRID_922,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5433,22.86,45,81,4221,22.85,114.5533,"81,45",4221,114.5483,22.855,SZ_GRID_4221,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7633,22.51,10,3,923,22.5,113.7733,"3,10",923,113.76830000000001,22.505000000000003,SZ_GRID_923,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5533,22.86,45,82,4222,22.85,114.5633,"82,45",4222,114.5583,22.855,SZ_GRID_4222,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8133,22.51,10,8,928,22.5,113.8233,"8,10",928,113.8183,22.505000000000003,SZ_GRID_928,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5633,22.86,45,83,4223,22.85,114.5733,"83,45",4223,114.5683,22.855,SZ_GRID_4223,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8233,22.51,10,9,929,22.5,113.8333,"9,10",929,113.8283,22.505000000000003,SZ_GRID_929,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8933,22.49,8,16,752,22.48,113.9033,"16,8",752,113.8983,22.485,SZ_GRID_752,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8433,22.51,10,11,931,22.5,113.8533,"11,10",931,113.8483,22.505000000000003,SZ_GRID_931,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9333,22.49,8,20,756,22.48,113.9433,"20,8",756,113.9383,22.485,SZ_GRID_756,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9033,22.51,10,17,937,22.5,113.9133,"17,10",937,113.9083,22.505000000000003,SZ_GRID_937,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9433,22.49,8,21,757,22.48,113.9533,"21,8",757,113.94829999999999,22.485,SZ_GRID_757,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9133,22.51,10,18,938,22.5,113.9233,"18,10",938,113.9183,22.505000000000003,SZ_GRID_938,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0133,22.49,8,28,764,22.48,114.0233,"28,8",764,114.01830000000001,22.485,SZ_GRID_764,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9333,22.51,10,20,940,22.5,113.9433,"20,10",940,113.9383,22.505000000000003,SZ_GRID_940,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4633,22.46,5,73,533,22.45,114.4733,"73,5",533,114.4683,22.455,SZ_GRID_533,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9433,22.51,10,21,941,22.5,113.9533,"21,10",941,113.94829999999999,22.505000000000003,SZ_GRID_941,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4933,22.46,5,76,536,22.45,114.5033,"76,5",536,114.4983,22.455,SZ_GRID_536,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9633,22.51,10,23,943,22.5,113.9733,"23,10",943,113.9683,22.505000000000003,SZ_GRID_943,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5233,22.46,5,79,539,22.45,114.5333,"79,5",539,114.5283,22.455,SZ_GRID_539,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0433,22.51,10,31,951,22.5,114.0533,"31,10",951,114.0483,22.505000000000003,SZ_GRID_951,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
