scenario_family,seed,decision_step,timestamp,condition_id,delay_min,missing_rate,noise_sigma,observation_seed,observation_digest,eligible_records,available_records,mapped_edge_coverage_mean
moving_center,8109,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,3828363661,203b68fc1d4bd284bd969c12d0df7e088f8f0db4550294c38c5976704f0cced4,592,592,0.11844642266625083
moving_center,8109,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,1597110926,fbfffffb6456135ac1f3461b2f394f119e80766d896c79c0c8f8886717d621bc,475,437,0.11844642266625083
moving_center,8109,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,1744563173,97d8f407b4c768c5fe391f6c03d9400cb8e59ed68cd5b0c5be6d2c3a76f1969f,310,246,0.11844642266625083
moving_center,8109,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,755419334,bcf618eba5ba4fc9486baeb3913ea72af12184d59ff6b9b44124c8617cada841,484,249,0.11844642266625083
moving_center,8109,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,2984318949,b4b7a4d88f7a374318d9e7c10452f2fa4270022466ceda1b96afcfcc3774be33,306,282,0.11844642266625083
moving_center,8109,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,2827283582,ad7610b32214e62e02c32b3994100ed4cc6b93964cec3848f3f17f7356ff2ff1,592,448,0.11844642266625083
moving_center,8109,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,3243762465,c02313b59837c4ff80f65a514d228c43074dc76a527574f4445106307a29b789,283,145,0.11844642266625083
moving_center,8109,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,2388999882,b770a2a4014b0c139a7cd00e278d9d700c7398e76f30ccdcb5a388dd06a0c97c,465,465,0.11844642266625083
moving_center,8110,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,2620848027,58bb1b0201a616032873d05379c748af2ae7a58fd48bea1143298dfd567d630f,304,304,0.11844642266625083
moving_center,8110,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,3624093637,8c072e4163e52bee3b71997ba4f1994c720bb528a6a2aef0b97eb4be786c10c6,238,201,0.11844642266625083
moving_center,8110,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,1358199025,711760277db980054e7b34aadb845f64b87c1c23b9b3c58be02bbd5147fcc1fd,148,79,0.110836676444494
moving_center,8110,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,1839345471,03890ce7f04820a3239c7506fbfd3d579df25ab7fe0a7fb4f05ac26643dbffa4,246,15,0.038679147341592446
moving_center,8110,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,1019053932,77b0d95365b44ed1747816b474d6f87c90b9eff2eadfa3b155e90cced585537d,136,112,0.10551321972794062
moving_center,8110,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,1152551061,143dc37dcc1c22f63427317557fa3718e9e9d3598a2f79cd342341208522bde6,304,160,0.11844642266625083
moving_center,8110,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,3069952787,6f761a0a963a689c64a0f7420113ab436317904f6a1ddd97ba76dea3ba356632,148,4,0.005719974224724934
moving_center,8110,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,3581029329,487ed7c02cf769e73b3140d797b4c61c2b0744e132fe4aaac9b98efe5f28aa0d,249,249,0.11844642266625083
moving_center,8110,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,2161951070,d808a8d264fee0fdb3b7e75227ce456d699b501bceb220380658d4ad87b9ddd9,592,592,0.11844642266625083
moving_center,8110,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,2402328340,287487b74e5f9981d789f9478e78d89df2dad497393607ea086af93143d99d29,454,420,0.11844642266625083
moving_center,8110,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,3381933535,3b710f2609bf97329532fa35a22861927b59af8d82d7d3bd602b8060dca69f37,301,232,0.11844642266625083
moving_center,8110,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,1817701843,8ba5e86dba3b4849087c1ac3e8d86eeb6280b379acbc6505a8b781f6b70be9f9,473,238,0.11844642266625083
moving_center,8110,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,4158135376,351b2dcd473a048f79bc109bcae2bf57c24366855008d87841404eee9c395b2c,290,267,0.11844642266625083
moving_center,8110,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,581920238,dc647c448ed744e30be5a03f83fb24148f6dce45370ee0864d1584c48e7e3812,592,448,0.11844642266625083
moving_center,8110,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,1300436166,1f23d462e440beccc64be8a6778ab1e2bd9629d63d0afd5716290c160aeb70e6,308,148,0.11661194889432476
moving_center,8110,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,3218853295,d0bf065f82dbc048e5981ae4caf5294f746d7b91d0b52c90f643ec716a32f516,485,485,0.11844642266625083
moving_center,8111,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,822735515,477b52fd58457fc895191cad9743a785e654ff7fc5b9437cb4e48997ac2fac31,304,304,0.11844642266625083
moving_center,8111,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,2482601941,dc6926db28a99bac449f76232931180fdec17092cac13fd8f7caba81d59127bb,241,205,0.11844642266625083
moving_center,8111,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,1611885390,7bbfad1a5d8b4299632dd6f33093f70f2be5c5129b38ae50ccd18eb7d78b9d87,152,80,0.10635315727332421
moving_center,8111,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,3011262926,f17b579ddc1a36df30e92b9eaa6d0f33b59c4b1d72f6ecf7e7f5200ad060eda0,229,11,0.02316959551088302
moving_center,8111,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,158479514,3dbf5c91eca57d2729c53cbe40c63b7d2a4f735ea4a4fffe2e28def1c593d509,153,125,0.11706314302683066
moving_center,8111,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,3592141671,dbc4eeb5a554e487dcf7edd066248fb49af4ec5387c7be59fe5ab219b60bd669,304,160,0.11844642266625083
moving_center,8111,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,2902103313,378c9988b394f1bea093d11966885afb3f0d27c6e09b9f0fe261e30596dbfb95,153,8,0.021340509236871665
moving_center,8111,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,1586214294,e04af787ebb911fa5507ba347c70bd7c9182c302868cdcbb91d0f2518a07d7cc,241,241,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,2780967899,7ea3d7da5c82bbc9cb89e418aa27fd624e575adc5d33adc5b3db3c92117a8e6e,592,592,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,2480454975,6f1f0339c7dec6d626db56837e54eeaee58991f1d8a332817180f8b430e09d50,474,437,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,536498914,e5146ba3fbbbd74349257e91c16874c62092f81b2a6e4d9bd84f47d77f6c4bef,285,216,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,610639270,6cbf6f3cc8271030022358a533b3e1856e155e54e9e707accf45bc72e72c43c3,479,243,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,3150135513,bb8ac20e564f13626de600fe064c411bd8991bbf5533a11b40089da2b5e3f3ad,286,262,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,2558193822,8101365276e6b9a098588d2f2f8d2e9b107c5f23cdc6da28a59fb912994544f9,592,448,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,4284113746,2815a3f3aa30c9c440a30c4799f5ffb53c61f050dd617329f92487e1f1d8023f,297,166,0.11844642266625083
moving_center,8111,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,3318803079,ecc1aa955e8d963119852282b420483ba95fd08bc72a72ce11e354a75e037549,487,487,0.11844642266625083
moving_center,8112,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,3445899279,e378a64d508e4e0a391e705369df24e574370c169721a7525d14a17a5e2192ef,304,304,0.11844642266625083
moving_center,8112,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,413595763,4eb05aa6d78cfd7f316a0072df33580695bd12e415b40c76a08217bf0fe0ee4e,247,209,0.11844642266625083
moving_center,8112,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,725354064,094aa47246b6b7b9e702eea668d932ea9944860ec515a273592e82a51403620d,158,81,0.09814483141934766
moving_center,8112,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,366072003,fbc177a6300af9ebd4aef78f1fb0d5299286f8676e249a43aaba1311223e9668,242,13,0.03251682884625459
moving_center,8112,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,3776751948,94381f2f03764350dc65cbd941254175587959ade029fd8d94953d2eb126b496,149,126,0.11844642266625083
moving_center,8112,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,314402938,fc4c53720d208181de9e8e50067a8bbe5047f0d3272adf70514942310f6b8f00,304,160,0.11844642266625083
moving_center,8112,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,1488408717,70f42b7b3e365739b2381f5aa747a2bb908dc1e7c524a0ec7d0abd6df3bb11a8,169,13,0.032729917272950736
moving_center,8112,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,2115941404,e82a6f1af6fa0549bf8730fab15506e30f660a0e7249fc0a631e70d2c0f5694c,241,241,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,420615194,456dd1e4e256573a5aa2874cbd86dcdb841e5aefe64c19fc2533c63f9bd94d49,592,592,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,924947208,69b1aceb5ad55e38a187fd438b48b6ecfef5827c5f9d877e5709868440fcea02,470,435,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,3781634534,c57df815f2ae1cb4252b2b966018000bf04202cb4c23b3de56e8e128051fa4bd,293,229,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,145546818,c4ac0c27576477a3b462d483c14fa8157a4aab67c2713995d6d7d1e28107c714,475,231,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,649871278,fcc6958dc346a0908702b40f4c35fee248cf623e3df02044ac2a0e5ab080be39,298,279,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,1851759637,b1c790595ac674120e200eeba5183df27129d8ea32813a9e6cc3770a4ee68fb1,592,448,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,2869572110,13280eaa561c5141f6c4698cf86d8449b0c8661b1de19ff6a9c4ba908a5d9de5,313,169,0.11844642266625083
moving_center,8112,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,2569175738,2b050e962a76966d3d86d8f76715bfb7153c340049937fb765a4d17b29d627a4,463,463,0.11844642266625083
dual_center,8101,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,2041819523,b1677233122cc755f6d42d57b0ec74eb1238bd19ee79879057dbe98053148f2f,304,304,0.11844642266625083
dual_center,8101,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,1810630545,6023e7416eea042fe050128d9b43fe20f340accaf141cc53b06dde9b53b4806f,244,202,0.11844642266625083
dual_center,8101,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,1867876367,09317c756caf6294cbea587092b13bc6d489c917ae336b25adfec4b9b8fc0fc2,161,83,0.11127128825908088
dual_center,8101,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,2293524041,2ea68c25bb3c60158c5fec625f34274c1c10cd55f6aadb6e155188ff8cf2c836,235,13,0.03355389707142846
dual_center,8101,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,3024122224,281db2d03785a2b1356b14cef27eaeeb42c95442c4c9367d5870a7b27b512450,134,115,0.10838115463180287
dual_center,8101,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,2521168697,8496c50ba61b7ef92d4a8915824131612226ef8abbddccfe3eddf337d8c43cfe,304,160,0.11844642266625083
dual_center,8101,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,1775751738,ed54332211765e7c46ff9e6687c17fe2c8650ed7bd8feb591a4cffbdf71625d1,145,10,0.02440979325214088
dual_center,8101,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,3404990902,b43a449ef03337f3106d1f803dff95afcf3ce648e00cdf13453a4c398b107349,237,237,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,3032630775,7c700a19c557435066251c5adcbbe80b919bca10b0d19c93be51efd09d4bda2e,592,592,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,3568150384,da40642b979ae0e060bfb0caee3ab2c9958b4de769b4be44358e6f6ffe24c697,480,439,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,2109458293,5de69dd7a80ea0a23997a8ec4d13584f726fc264794b6aec9724c9be631277ed,291,223,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,2936276348,ce05c18ee421e73cbc11ed2f614a84382d6effd9078ce634d4a690621ae9671a,462,234,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,23748457,171c43b411b547bd40d1b37fe752f938803711dc10ed5013390e44295c362ea6,289,269,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,349674405,02879948ea7c6ea09a262a6b8cad384c80d71444ab3f1194f9a984a6cf275696,592,448,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,811731279,e4c20228424418a59decd3f18a1a5cdbab16134ad595bdc1d66357dded957ba6,295,154,0.11844642266625083
dual_center,8101,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,2771315145,d643387e5824cdc07a7f5cdc669e2a1aeea8b1f72a3679a3cf5c7d2152528633,484,484,0.11844642266625083
dual_center,8102,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,368269765,664eb9dec1c38a25ae2e8d18b87b980b19fcc62680cc77c71ef05e778a58f755,304,304,0.11844642266625083
dual_center,8102,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,3564841282,068a51ac6db55d22279df3d2d30e88aa9e44c486fcf914d3a7abf5b186e5e1d0,249,211,0.11844642266625083
dual_center,8102,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,4057160916,502dd63c4c29736179975622334ac74999db5956172f5a975a61b6485fc86a7e,148,79,0.10112495156535435
dual_center,8102,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,385249111,c79d1bc59f855f6e3c3ba6bf43446c3f5f8af0e4a7d8fcd2aaf3d94de58b6745,238,12,0.027951573825022287
dual_center,8102,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,2946752038,2c4b0e1ea4965004e3c0940e417922075c96750ffd9f73f82b4dd2152f6fa4ec,156,134,0.11591199764008595
dual_center,8102,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,2885448602,aa26ee9a0f69cf12dbc17d61b2208bd38b0807ef25a65a5459cbedad54aac43a,304,160,0.11844642266625083
dual_center,8102,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,2564246979,8962cac32110b8073a6c845b85798bdf0cfe04360052467b2937e109378b77a1,169,6,0.015063551891654236
dual_center,8102,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,2696344958,542d3d79dccf0ec964b15401e03e37d38ea89c2a862b966971b6076095c5eb58,248,248,0.11844642266625083
dual_center,8102,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,289220108,7c536c76e05f8be2ddd25ba7fdfd760f226056ee12cf0e5e0373da429a019593,592,592,0.11844642266625083
dual_center,8102,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,3598227999,588e2f4599b15def1bb5bec5284db204a9f8c12910a57091b0b90f651a4e44d6,483,446,0.11844642266625083
dual_center,8102,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,2653375654,b0268fb4271c0fd29e5455809f6c95de340ea7571e812953b4a5d3ce414e24dc,309,232,0.11844642266625083
dual_center,8102,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,1701169152,7e5ebd0fee49e6e9713031045d2df28ba866ae9db02b4eee13dec980d610d5da,486,246,0.11844642266625083
dual_center,8102,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,4279490599,2a16194bab2e87786cbec360216094e7225ad4bbc1e48d72ff4fb1bbf95d8d56,288,267,0.11844642266625083
dual_center,8102,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,940242361,544c8fa6ec4931a116032659da3d227132d730b1acd3d76eaa0d37760a577fc2,592,448,0.11844642266625083
dual_center,8102,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,1409109269,fd72c9df0dcf5447a73cfa59b3238f49f9f66783396f3658a0698f2bf881b2b8,290,149,0.11731573425779299
dual_center,8102,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,2038006059,5a8b220daef4c3a5e20e60fd1eca9a93001357ec52234d829f3d8d1e4223d729,478,478,0.11844642266625083
dual_center,8103,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,383420495,df4dc3f7f4949f15242c2ce01aa674ef7dd7e5b7fc06f6c7ee363d9542a85fb2,304,304,0.11844642266625083
dual_center,8103,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,1519233589,112cca0fe60165e86644ab46d1184bafbaf63e51ee8249073bcec63fa30c50d1,229,192,0.11844642266625083
dual_center,8103,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,151891132,4032f206b13db3f117513e9a5c8cdcf812b02c264397cf9268c6e34c1ad4c095,151,92,0.10318304708396787
dual_center,8103,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,3509395357,3d37916be695bb2ef03ad1f958aa14b9bf49e805e570d2edb0f93edbabc4f166,236,13,0.03150355224585578
dual_center,8103,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,2183009035,cca03a2a4dfce40112d732da891d7b0a4127d6e74606aa6156f27687af9c6ac3,141,125,0.11639029193575975
dual_center,8103,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,3285787122,f3b79d8ed10ffabf3afb811399401ff27f0b3a7bb32bc0c07e944adf783b8019,304,160,0.11844642266625083
dual_center,8103,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,3482606979,ce4306ab962a9e7f0e07d207deb76226b6498a156116fbca851c5c9362e3024c,158,7,0.017142866940103814
dual_center,8103,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,3364079993,dec7b27ebdfa88fa0f36fd4d7c871595d08ed04882797f15b7a3c3e0992d8c33,235,235,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,1874527053,5aede8b478c3ad7a8fa9278bc0e00538e5234f4163e8e50941c504205546f45c,592,592,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,3207540790,9ca30f32e5b87a7c0323b11fd7ce32981f73251ce1f191095021dedc86af17ec,487,448,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,2795403726,48ad766d29035b71e81f2b7f9085e21d08141944eb17aabcf3bf55dc11758d44,304,227,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,3035818821,2562ef90e1e4f1e604adef3d4195db6d30fc403b53affd01c01da9df2306233a,486,246,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,2837293160,f36c4e18ec7700ade7194a29d5c5967408b3f27ac848979089a501021e0b7d5a,301,278,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,2819246608,adfba6581344909e762b8b28fb8108021585ea81034688426bac0afe29c4d29d,592,448,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,3589997023,fbdaaa67e8f105df1daaca23dfff61220fb22d0d0e3f7d205f08ddbf17345934,283,149,0.11844642266625083
dual_center,8103,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,1797582730,c196ca6c091b904db5dc73c426cff535a404903b548620a813df47254a776cb8,466,466,0.11844642266625083
dual_center,8104,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,3042689103,8d31537e7ecfc32a1b376e630895ae997d81e2c6f9887b0c3942d9101a3f7689,304,304,0.11844642266625083
dual_center,8104,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,1864138248,3b590cf665cb611b8e8fc29810e663f0b1d4fe0acea87813ae9fee23226e101f,239,203,0.11844642266625083
dual_center,8104,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,1317880506,11b665f2be22d88d49c016c65de07aa79c9b2f09724cbac64fc9d539ac076492,156,82,0.11030806747920123
dual_center,8104,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,2511676843,193c91c636a008c67292f9890a9db27fc4192b4dac00c126e494783b58932aa5,235,13,0.03064690540013049
dual_center,8104,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,2010670893,06a27738abffacd6ec5cd3bb44485d77c411fd0b2c4fc2eb6170df137b09519a,154,130,0.11663497357071174
dual_center,8104,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,2464414635,ade4a5a43f4740fec58576692d68e9e1665730931f91c095be560c69151c288e,304,160,0.11844642266625083
dual_center,8104,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,1884397550,f883052c3fb88964155ff843a53ad6b302932a041aa9c8e261884583e0c1190d,150,7,0.017106123101305284
dual_center,8104,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,2612538886,f9f0a57fe7c1694133f2b3abfc49560e2e53e6f2459b6ab1268a1613e7b426e5,234,234,0.11844642266625083
dual_center,8104,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,4209025401,8770fa0c7cc6f9454314ebeff2a65802ebfd18e7594d69ab002412b81f623663,592,592,0.11844642266625083
dual_center,8104,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,2327876686,13d04462d000f07883042b3b02b505e9beceffec29d19b899393c117ab9df15b,490,448,0.11844642266625083
dual_center,8104,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,3695731882,de15900a645406b92151a8e6821d71445abe2eb1f769392fd2d916f4fbd3c853,293,231,0.11844642266625083
dual_center,8104,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,453779123,5db23cf97eccc0c768e7cd607500a04243a10db16d9d40f9c9cd23079ff37f14,473,241,0.11844642266625083
dual_center,8104,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,2579866424,9d010564042ff9807d41841dacda690e98f31077f890ad9d2dc68f70a3d9681b,299,279,0.11844642266625083
dual_center,8104,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,4290023989,710d3ccf3448022f17029c6bfc3de368da69479873c821f87098304c66135fa8,592,448,0.11844642266625083
dual_center,8104,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,1347043993,536331155f969a702fb99aea2abba0b4bbbbf71ab9a49ae54637b5bb89f83038,279,139,0.11247697741812104
dual_center,8104,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,2235816721,6e8241ca3fb752d39f5da4f284bc1bcd27799bb5f432050c5976968fb8b255a5,475,475,0.11844642266625083
dual_center,8105,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,1391429952,8fe719bd7d8f382e93c81eb9095617bbc1291cc21d6638e74e321a283fe2a673,304,304,0.11844642266625083
dual_center,8105,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,4167610296,4c68ee9929459eb61bba1eb166ac578e378799e042242da473ffc4b2ffd2bbd4,237,198,0.11844642266625083
dual_center,8105,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,2855722746,ca1af07b0382deb52c83c627ac7facbd4a789c11dfab6654e2ea444a0ab316ed,153,81,0.09962781958961346
dual_center,8105,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,1713737800,cb2658cfd11d045a9784c339142df458d7dae43f84a1d587bcb60e8162665258,241,14,0.03582346560050883
dual_center,8105,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,1191360732,8a80cdd5724bfc6aa8a8206c2af11f17c02a855d0f8a016f6cae9907667afc65,159,129,0.1133807726629829
dual_center,8105,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,1839407026,99505c2484d0d01212e3004076dffeec264203c288ead48cf9c719b99ea2daca,304,160,0.11844642266625083
dual_center,8105,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,2248160077,33d8f45168a1d8a3f12ac33589fa5ff23dd341cf0cc1a38604bda3fe422c9384,150,9,0.0178388402083024
dual_center,8105,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,1988036946,fdb0b7fa0f6ace323c50d7ebe1f9a03a2328533542a71cf0987f0cb9b4a9c8c1,241,241,0.11844642266625083
dual_center,8105,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,1147679801,b738b909eb11a61c3ed1e3cd985fc3f2e8a1d3418065d3913a959ba08001c188,592,592,0.11844642266625083
dual_center,8105,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,2503265119,4d046821804183f0610d354a5e2fd4c06b6c39a0c3679691ace809b4aa7269b5,481,439,0.11844642266625083
dual_center,8105,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,3249002652,551a526d2f6ec92c31ac51144aa332c18cfa004991b56964c0f693d63f2fc7dc,297,225,0.11844642266625083
dual_center,8105,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,2420921877,5fbdf2a0f90d737fe71f9c635c77ba8119f9ed3a4073152cd9f706cb9d84ff9e,483,251,0.11844642266625083
dual_center,8105,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,3669181468,4b347eeff2435d8059c7bb62c8839affaf4c590cf9ca50f4cb285adaa41b3eb1,305,277,0.11844642266625083
dual_center,8105,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,3690379387,bbcca8e5463d0208080791a7393e48dc9c7bad2351db65db2ee9ef212ac8b4c7,592,448,0.11844642266625083
dual_center,8105,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,3151234439,8f8721689a4af637009d9d4adc67b0649450b96ca3df6bf2aa5fe43697ff392a,280,145,0.11362928976253099
dual_center,8105,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,317490638,b64a2620edeac97074d1e5ec7c77de227df2fe40ce9c3b610fa6e37e2867e473,472,472,0.11844642266625083
dual_center,8106,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,2025149909,95781c70b3b39d4604bdfbe68cbaafae69afda6e30f58952d387efe4ec1a6f6f,304,304,0.11844642266625083
dual_center,8106,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,1868127977,b341d738d0551f3c94738441526c32b8d1488cbef8e089a0b35f817f575789ab,248,211,0.11844642266625083
