scenario_family,seed,stress_case,od_id,policy,mean_truth_exposure,mean_rain_only_truth_exposure,final_replan_count,final_route_change_count,planner_calls,total_computation_ms,missed_useful_replan,stale_source_induced_bad_route,unnecessary_replan,route_oscillation
dual_center,8112,water_delay,OD02,never,0.5314500613692541,0.531395186407266,0,0,1,244.3568998714909,False,False,False,False
dual_center,8112,water_delay,OD02,always,0.5314500613692541,0.531395186407266,11,0,12,449.33740026317537,False,False,False,False
dual_center,8112,water_delay,OD02,triggered,0.5314500613692541,0.531395186407266,1,0,2,257.28140014689416,False,False,False,False
dual_center,8112,water_block_missing,OD01,never,0.49628864320002936,0.49728957811494595,0,0,1,265.131400199607,False,False,False,False
dual_center,8112,water_block_missing,OD01,always,0.5048973399541647,0.49728957811494595,11,2,12,700.7986998651177,False,False,True,False
dual_center,8112,water_block_missing,OD01,triggered,0.49628864320002936,0.49728957811494595,1,0,2,301.9422999350354,False,False,False,False
dual_center,8112,water_block_missing,OD02,never,0.5314500613692541,0.531395186407266,0,0,1,238.8190997298807,False,False,False,False
dual_center,8112,water_block_missing,OD02,always,0.5314500613692541,0.531395186407266,11,0,12,441.59729953389615,False,False,False,False
dual_center,8112,water_block_missing,OD02,triggered,0.5314500613692541,0.531395186407266,1,0,2,257.87849980406463,False,False,False,False
dual_center,8112,water_recovery,OD01,never,0.49628864320002936,0.49728957811494595,0,0,1,271.55429974664,False,False,False,False
dual_center,8112,water_recovery,OD01,always,0.5048973399541647,0.49728957811494595,11,2,12,706.8699997616932,False,False,True,False
dual_center,8112,water_recovery,OD01,triggered,0.49628864320002936,0.49728957811494595,1,0,2,310.6628997484222,False,False,False,False
dual_center,8112,water_recovery,OD02,never,0.5314500613692541,0.531395186407266,0,0,1,241.84030026663095,False,False,False,False
dual_center,8112,water_recovery,OD02,always,0.5314500613692541,0.531395186407266,11,0,12,453.98650027345866,False,False,False,False
dual_center,8112,water_recovery,OD02,triggered,0.5314500613692541,0.531395186407266,1,0,2,261.13830017857254,False,False,False,False
dual_center,8112,water_stale_rain_fresh,OD01,never,0.49628864320002936,0.49728957811494595,0,0,1,267.16049993410707,False,False,False,False
dual_center,8112,water_stale_rain_fresh,OD01,always,0.49781591789508445,0.49728957811494595,11,1,12,700.7221000967547,False,False,True,False
dual_center,8112,water_stale_rain_fresh,OD01,triggered,0.49628864320002936,0.49728957811494595,1,0,2,305.3360002813861,False,False,False,False
dual_center,8112,water_stale_rain_fresh,OD02,never,0.5314500613692541,0.531395186407266,0,0,1,244.17950038332492,False,False,False,False
dual_center,8112,water_stale_rain_fresh,OD02,always,0.5314500613692541,0.531395186407266,11,0,12,455.3697000956163,False,False,False,False
dual_center,8112,water_stale_rain_fresh,OD02,triggered,0.5314500613692541,0.531395186407266,1,0,2,261.16070011630654,False,False,False,False
dual_center,8112,rain_stale_water_fresh,OD01,never,0.5384971735198315,0.49703922312547494,0,0,1,268.57600011862814,False,False,False,False
dual_center,8112,rain_stale_water_fresh,OD01,always,0.5138424303835925,0.49703922312547494,11,1,12,696.0350000299513,False,False,False,False
dual_center,8112,rain_stale_water_fresh,OD01,triggered,0.5384971735198315,0.49703922312547494,1,0,2,303.3846002072096,True,False,False,False
dual_center,8112,rain_stale_water_fresh,OD02,never,0.5312139850731901,0.5313962816029708,0,0,1,242.39119957201183,False,False,False,False
dual_center,8112,rain_stale_water_fresh,OD02,always,0.5314133872347071,0.5313962816029708,11,1,12,443.2568997144699,False,False,True,False
dual_center,8112,rain_stale_water_fresh,OD02,triggered,0.5312139850731901,0.5313962816029708,1,0,2,258.0775998067111,False,False,False,False
dual_center,8112,source_disagreement,OD01,never,0.49628864320002936,0.49728957811494595,0,0,1,266.54580037575215,False,False,False,False
dual_center,8112,source_disagreement,OD01,always,0.5048973399541647,0.49728957811494595,11,2,12,707.7422000002116,False,False,True,False
dual_center,8112,source_disagreement,OD01,triggered,0.49628864320002936,0.49728957811494595,1,0,2,302.5699000572786,False,False,False,False
dual_center,8112,source_disagreement,OD02,never,0.5314500613692541,0.531395186407266,0,0,1,238.35500027053058,False,False,False,False
dual_center,8112,source_disagreement,OD02,always,0.5314500613692541,0.531395186407266,11,0,12,445.43040031567216,False,False,False,False
dual_center,8112,source_disagreement,OD02,triggered,0.5314500613692541,0.531395186407266,1,0,2,253.2826003152877,False,False,False,False
anisotropic_band,8101,rain_down_water_high,OD01,never,0.4377518997052141,0.43947570617031756,0,0,1,267.5829000072554,False,False,False,False
anisotropic_band,8101,rain_down_water_high,OD01,always,0.4608225116850792,0.43947570617031756,11,3,12,791.6800999082625,False,False,True,True
anisotropic_band,8101,rain_down_water_high,OD01,triggered,0.4377518997052141,0.43947570617031756,0,0,1,264.1734997741878,False,False,False,False
anisotropic_band,8101,rain_down_water_high,OD02,never,0.3984907339384928,0.36555351067041447,0,0,1,246.79760006256402,False,False,False,False
anisotropic_band,8101,rain_down_water_high,OD02,always,0.3674703806386676,0.36555351067041447,11,3,12,457.0214000996202,False,False,False,False
anisotropic_band,8101,rain_down_water_high,OD02,triggered,0.37693952749258175,0.36555351067041447,2,1,3,281.1579004628584,False,False,False,False
anisotropic_band,8101,water_delay,OD01,never,0.4377518997052141,0.43947570617031756,0,0,1,264.93359997402877,False,False,False,False
anisotropic_band,8101,water_delay,OD01,always,0.44863340731008217,0.43947570617031756,11,4,12,792.7998998202384,False,False,True,True
anisotropic_band,8101,water_delay,OD01,triggered,0.4377518997052141,0.43947570617031756,0,0,1,266.3694998482242,False,False,False,False
anisotropic_band,8101,water_delay,OD02,never,0.3984907339384928,0.36555351067041447,0,0,1,239.74309989716858,False,False,False,False
anisotropic_band,8101,water_delay,OD02,always,0.3674703806386676,0.36555351067041447,11,3,12,448.34269990678877,False,False,False,False
anisotropic_band,8101,water_delay,OD02,triggered,0.37693952749258175,0.36555351067041447,2,1,3,278.7131000077352,False,False,False,False
anisotropic_band,8101,water_block_missing,OD01,never,0.4377518997052141,0.43947570617031756,0,0,1,266.5470001520589,False,False,False,False
anisotropic_band,8101,water_block_missing,OD01,always,0.4608225116850792,0.43947570617031756,11,3,12,787.8935002954677,False,False,True,True
anisotropic_band,8101,water_block_missing,OD01,triggered,0.4377518997052141,0.43947570617031756,0,0,1,264.16080037597567,False,False,False,False
anisotropic_band,8101,water_block_missing,OD02,never,0.3984907339384928,0.36555351067041447,0,0,1,240.62039994169027,False,False,False,False
anisotropic_band,8101,water_block_missing,OD02,always,0.3674703806386676,0.36555351067041447,11,3,12,448.4032002510503,False,False,False,False
anisotropic_band,8101,water_block_missing,OD02,triggered,0.37693952749258175,0.36555351067041447,2,1,3,277.110300026834,False,False,False,False
anisotropic_band,8101,water_recovery,OD01,never,0.4377518997052141,0.43947570617031756,0,0,1,272.4045002833009,False,False,False,False
anisotropic_band,8101,water_recovery,OD01,always,0.4608225116850792,0.43947570617031756,11,3,12,793.1133997626603,False,False,True,True
anisotropic_band,8101,water_recovery,OD01,triggered,0.4377518997052141,0.43947570617031756,0,0,1,274.9464998487383,False,False,False,False
anisotropic_band,8101,water_recovery,OD02,never,0.3984907339384928,0.36555351067041447,0,0,1,241.8045001104474,False,False,False,False
anisotropic_band,8101,water_recovery,OD02,always,0.3674703806386676,0.36555351067041447,11,3,12,443.4002001071349,False,False,False,False
anisotropic_band,8101,water_recovery,OD02,triggered,0.37693952749258175,0.36555351067041447,2,1,3,278.57680001761764,False,False,False,False
anisotropic_band,8101,water_stale_rain_fresh,OD01,never,0.4377518997052141,0.43947570617031756,0,0,1,270.80809976905584,False,False,False,False
anisotropic_band,8101,water_stale_rain_fresh,OD01,always,0.4466404038747916,0.43947570617031756,11,4,12,799.2540003033355,False,False,True,True
anisotropic_band,8101,water_stale_rain_fresh,OD01,triggered,0.4377518997052141,0.43947570617031756,0,0,1,271.79269993212074,False,False,False,False
anisotropic_band,8101,water_stale_rain_fresh,OD02,never,0.3984907339384928,0.36555351067041447,0,0,1,241.72119970899075,False,False,False,False
anisotropic_band,8101,water_stale_rain_fresh,OD02,always,0.3674703806386676,0.36555351067041447,11,3,12,449.35929984785616,False,False,False,False
anisotropic_band,8101,water_stale_rain_fresh,OD02,triggered,0.37693952749258175,0.36555351067041447,2,1,3,279.1880997829139,False,True,False,False
anisotropic_band,8101,rain_stale_water_fresh,OD01,never,0.4658167300352028,0.4406983799558053,0,0,1,269.00700002443045,False,False,False,False
anisotropic_band,8101,rain_stale_water_fresh,OD01,always,0.4646969449467651,0.4406983799558053,11,2,12,786.600399762392,False,False,True,True
anisotropic_band,8101,rain_stale_water_fresh,OD01,triggered,0.4658167300352028,0.4406983799558053,0,0,1,269.28819983731955,False,False,False,False
anisotropic_band,8101,rain_stale_water_fresh,OD02,never,0.3982968974110153,0.3755281002799001,0,0,1,242.5655999686569,False,False,False,False
anisotropic_band,8101,rain_stale_water_fresh,OD02,always,0.37957365049999386,0.3755281002799001,11,3,12,448.0248998152092,False,False,True,False
anisotropic_band,8101,rain_stale_water_fresh,OD02,triggered,0.38780987595745814,0.3755281002799001,1,1,2,262.93869968503714,False,False,False,False
anisotropic_band,8101,source_disagreement,OD01,never,0.4377518997052141,0.43947570617031756,0,0,1,268.59060022979975,False,False,False,False
anisotropic_band,8101,source_disagreement,OD01,always,0.4608225116850792,0.43947570617031756,11,3,12,786.9892996968701,False,False,True,True
anisotropic_band,8101,source_disagreement,OD01,triggered,0.4377518997052141,0.43947570617031756,0,0,1,269.7351003298536,False,False,False,False
anisotropic_band,8101,source_disagreement,OD02,never,0.3984907339384928,0.36555351067041447,0,0,1,244.68180013354868,False,False,False,False
anisotropic_band,8101,source_disagreement,OD02,always,0.3674703806386676,0.36555351067041447,11,3,12,447.1368002705276,False,False,False,False
anisotropic_band,8101,source_disagreement,OD02,triggered,0.37693952749258175,0.36555351067041447,2,1,3,277.7865002863109,False,False,False,False
anisotropic_band,8106,rain_down_water_high,OD01,never,0.43708144550264444,0.43898710459237916,0,0,1,270.25379973929375,False,False,False,False
anisotropic_band,8106,rain_down_water_high,OD01,always,0.4614373245800312,0.43898710459237916,11,3,12,790.9750996623188,False,False,True,True
anisotropic_band,8106,rain_down_water_high,OD01,triggered,0.43708144550264444,0.43898710459237916,0,0,1,270.3528000274673,False,False,False,False
anisotropic_band,8106,rain_down_water_high,OD02,never,0.40100140843643967,0.36720468329215733,0,0,1,238.81130013614893,False,False,False,False
anisotropic_band,8106,rain_down_water_high,OD02,always,0.3688400265158835,0.36720468329215733,11,3,12,444.09130013082176,False,False,False,False
anisotropic_band,8106,rain_down_water_high,OD02,triggered,0.37845037481617155,0.36720468329215733,2,1,3,272.55610027350485,False,False,False,False
anisotropic_band,8106,water_delay,OD01,never,0.43708144550264444,0.43898710459237916,0,0,1,268.41109979432076,False,False,False,False
anisotropic_band,8106,water_delay,OD01,always,0.4465088270187099,0.43898710459237916,11,4,12,785.9960997011513,False,False,True,True
anisotropic_band,8106,water_delay,OD01,triggered,0.43708144550264444,0.43898710459237916,0,0,1,266.7554998770356,False,False,False,False
anisotropic_band,8106,water_delay,OD02,never,0.40100140843643967,0.36720468329215733,0,0,1,246.19859992526472,False,False,False,False
anisotropic_band,8106,water_delay,OD02,always,0.3688400265158835,0.36720468329215733,11,3,12,458.7603001855314,False,False,False,False
anisotropic_band,8106,water_delay,OD02,triggered,0.37845037481617155,0.36720468329215733,2,1,3,285.11039982549846,False,False,False,False
anisotropic_band,8106,water_block_missing,OD01,never,0.43708144550264444,0.43898710459237916,0,0,1,265.1781002059579,False,False,False,False
anisotropic_band,8106,water_block_missing,OD01,always,0.458609859040131,0.43898710459237916,11,5,12,790.8021002076566,False,False,True,True
anisotropic_band,8106,water_block_missing,OD01,triggered,0.43708144550264444,0.43898710459237916,0,0,1,267.6709002116695,False,False,False,False
anisotropic_band,8106,water_block_missing,OD02,never,0.40100140843643967,0.36720468329215733,0,0,1,238.103800220415,False,False,False,False
anisotropic_band,8106,water_block_missing,OD02,always,0.3688400265158835,0.36720468329215733,11,3,12,450.151200289838,False,False,False,False
anisotropic_band,8106,water_block_missing,OD02,triggered,0.37845037481617155,0.36720468329215733,2,1,3,278.8480002200231,False,False,False,False
anisotropic_band,8106,water_recovery,OD01,never,0.43708144550264444,0.43898710459237916,0,0,1,273.17439997568727,False,False,False,False
anisotropic_band,8106,water_recovery,OD01,always,0.4614373245800312,0.43898710459237916,11,3,12,787.0191995752975,False,False,True,True
anisotropic_band,8106,water_recovery,OD01,triggered,0.43708144550264444,0.43898710459237916,0,0,1,270.5538998125121,False,False,False,False
anisotropic_band,8106,water_recovery,OD02,never,0.40100140843643967,0.36720468329215733,0,0,1,233.28970035072416,False,False,False,False
anisotropic_band,8106,water_recovery,OD02,always,0.3688400265158835,0.36720468329215733,11,3,12,437.74740013759583,False,False,False,False
anisotropic_band,8106,water_recovery,OD02,triggered,0.37845037481617155,0.36720468329215733,2,1,3,273.1190000195056,False,False,False,False
anisotropic_band,8106,water_stale_rain_fresh,OD01,never,0.43708144550264444,0.43898710459237916,0,0,1,272.04239973798394,False,False,False,False
anisotropic_band,8106,water_stale_rain_fresh,OD01,always,0.44873923103461816,0.43898710459237916,11,4,12,792.743599973619,False,False,True,True
anisotropic_band,8106,water_stale_rain_fresh,OD01,triggered,0.43708144550264444,0.43898710459237916,0,0,1,273.02429953124374,False,False,False,False
anisotropic_band,8106,water_stale_rain_fresh,OD02,never,0.40100140843643967,0.36720468329215733,0,0,1,242.236299905926,False,False,False,False
anisotropic_band,8106,water_stale_rain_fresh,OD02,always,0.3688400265158835,0.36720468329215733,11,3,12,450.1437997678295,False,False,False,False
anisotropic_band,8106,water_stale_rain_fresh,OD02,triggered,0.37845037481617155,0.36720468329215733,2,1,3,277.7007998665795,False,True,False,False
anisotropic_band,8106,rain_stale_water_fresh,OD01,never,0.46655632346264236,0.4401462696162906,0,0,1,270.6484996015206,False,False,False,False
anisotropic_band,8106,rain_stale_water_fresh,OD01,always,0.4652490344447746,0.4401462696162906,11,2,12,779.7924996120855,False,False,True,True
anisotropic_band,8106,rain_stale_water_fresh,OD01,triggered,0.46655632346264236,0.4401462696162906,0,0,1,268.93759961239994,False,False,False,False
anisotropic_band,8106,rain_stale_water_fresh,OD02,never,0.400852936945836,0.377344642175164,0,0,1,240.4919998953119,False,False,False,False
anisotropic_band,8106,rain_stale_water_fresh,OD02,always,0.38138715195824685,0.377344642175164,11,3,12,438.63989983219653,False,False,True,False
anisotropic_band,8106,rain_stale_water_fresh,OD02,triggered,0.389749760004894,0.377344642175164,1,1,2,256.360900006257,False,False,False,False
anisotropic_band,8106,source_disagreement,OD01,never,0.43708144550264444,0.43898710459237916,0,0,1,262.72529968991876,False,False,False,False
anisotropic_band,8106,source_disagreement,OD01,always,0.45632089853889596,0.43898710459237916,11,5,12,777.6359997224063,False,False,True,True
anisotropic_band,8106,source_disagreement,OD01,triggered,0.43708144550264444,0.43898710459237916,0,0,1,261.3817995879799,False,False,False,False
anisotropic_band,8106,source_disagreement,OD02,never,0.40100140843643967,0.36720468329215733,0,0,1,258.8527997722849,False,False,False,False
anisotropic_band,8106,source_disagreement,OD02,always,0.3688400265158835,0.36720468329215733,11,3,12,476.21289954986423,False,False,False,False
anisotropic_band,8106,source_disagreement,OD02,triggered,0.37845037481617155,0.36720468329215733,2,1,3,294.48620008770376,False,False,False,False
anisotropic_band,8112,rain_down_water_high,OD01,never,0.4363035082322604,0.43818383205352623,0,0,1,267.0698998263106,False,False,False,False
anisotropic_band,8112,rain_down_water_high,OD01,always,0.4582758719915722,0.43818383205352623,11,5,12,774.2009996436536,False,False,True,True
anisotropic_band,8112,rain_down_water_high,OD01,triggered,0.4363035082322604,0.43818383205352623,0,0,1,264.3181001767516,False,False,False,False
anisotropic_band,8112,rain_down_water_high,OD02,never,0.39914230827194475,0.365387917499411,0,0,1,228.713299613446,False,False,False,False
anisotropic_band,8112,rain_down_water_high,OD02,always,0.3673074191079087,0.365387917499411,11,3,12,433.66469955071807,False,False,False,False
anisotropic_band,8112,rain_down_water_high,OD02,triggered,0.3769766697101498,0.365387917499411,2,1,3,267.5454997224733,False,False,False,False
anisotropic_band,8112,water_delay,OD01,never,0.4363035082322604,0.43818383205352623,0,0,1,260.71350008714944,False,False,False,False
anisotropic_band,8112,water_delay,OD01,always,0.44771415830536054,0.43818383205352623,11,4,12,763.6850002454594,False,False,True,True
anisotropic_band,8112,water_delay,OD01,triggered,0.4363035082322604,0.43818383205352623,0,0,1,259.68949997331947,False,False,False,False
anisotropic_band,8112,water_delay,OD02,never,0.39914230827194475,0.365387917499411,0,0,1,248.49610030651093,False,False,False,False
anisotropic_band,8112,water_delay,OD02,always,0.3673074191079087,0.365387917499411,11,3,12,457.1193001465872,False,False,False,False
anisotropic_band,8112,water_delay,OD02,triggered,0.3769766697101498,0.365387917499411,2,1,3,287.5316001009196,False,False,False,False
anisotropic_band,8112,water_block_missing,OD01,never,0.4363035082322604,0.43818383205352623,0,0,1,260.6904999120161,False,False,False,False
anisotropic_band,8112,water_block_missing,OD01,always,0.4574005459255209,0.43818383205352623,11,5,12,770.6814000848681,False,False,True,True
anisotropic_band,8112,water_block_missing,OD01,triggered,0.4363035082322604,0.43818383205352623,0,0,1,261.5064001874998,False,False,False,False
anisotropic_band,8112,water_block_missing,OD02,never,0.39914230827194475,0.365387917499411,0,0,1,229.23369950149208,False,False,False,False
anisotropic_band,8112,water_block_missing,OD02,always,0.3673074191079087,0.365387917499411,11,3,12,434.28089935332537,False,False,False,False
anisotropic_band,8112,water_block_missing,OD02,triggered,0.3769766697101498,0.365387917499411,2,1,3,265.4492995934561,False,False,False,False
anisotropic_band,8112,water_recovery,OD01,never,0.4363035082322604,0.43818383205352623,0,0,1,266.9076001038775,False,False,False,False
anisotropic_band,8112,water_recovery,OD01,always,0.46024517860156067,0.43818383205352623,11,3,12,781.5260996576399,False,False,True,True
anisotropic_band,8112,water_recovery,OD01,triggered,0.4363035082322604,0.43818383205352623,0,0,1,266.7729997774586,False,False,False,False
anisotropic_band,8112,water_recovery,OD02,never,0.39914230827194475,0.365387917499411,0,0,1,236.75459995865822,False,False,False,False
anisotropic_band,8112,water_recovery,OD02,always,0.3673074191079087,0.365387917499411,11,3,12,442.87329993676394,False,False,False,False
anisotropic_band,8112,water_recovery,OD02,triggered,0.3769766697101498,0.365387917499411,2,1,3,273.55389995500445,False,False,False,False
anisotropic_band,8112,water_stale_rain_fresh,OD01,never,0.4363035082322604,0.43818383205352623,0,0,1,289.64539989829063,False,False,False,False
anisotropic_band,8112,water_stale_rain_fresh,OD01,always,0.44771415830536054,0.43818383205352623,11,4,12,821.4922999031842,False,False,True,True
anisotropic_band,8112,water_stale_rain_fresh,OD01,triggered,0.4363035082322604,0.43818383205352623,0,0,1,285.14220006763935,False,False,False,False
anisotropic_band,8112,water_stale_rain_fresh,OD02,never,0.39914230827194475,0.365387917499411,0,0,1,243.90690005384386,False,False,False,False
anisotropic_band,8112,water_stale_rain_fresh,OD02,always,0.3673074191079087,0.365387917499411,11,3,12,453.3106000162661,False,False,False,False
anisotropic_band,8112,water_stale_rain_fresh,OD02,triggered,0.3769766697101498,0.365387917499411,2,1,3,280.5801999056712,False,True,False,False
anisotropic_band,8112,rain_stale_water_fresh,OD01,never,0.4652864462072277,0.439385716923329,0,0,1,263.33210023585707,False,False,False,False
anisotropic_band,8112,rain_stale_water_fresh,OD01,always,0.4640045585609198,0.439385716923329,11,2,12,774.9304000753909,False,False,True,True
anisotropic_band,8112,rain_stale_water_fresh,OD01,triggered,0.4652864462072277,0.439385716923329,0,0,1,261.5661001764238,False,False,False,False
anisotropic_band,8112,rain_stale_water_fresh,OD02,never,0.398965341939532,0.37573230017998654,0,0,1,238.26310015283525,False,False,False,False
anisotropic_band,8112,rain_stale_water_fresh,OD02,always,0.3797860890488202,0.37573230017998654,11,3,12,443.3065000921488,False,False,True,False
anisotropic_band,8112,rain_stale_water_fresh,OD02,triggered,0.3881522200133222,0.37573230017998654,1,1,2,255.68490009754896,False,False,False,False
anisotropic_band,8112,source_disagreement,OD01,never,0.4363035082322604,0.43818383205352623,0,0,1,274.32520024012774,False,False,False,False
anisotropic_band,8112,source_disagreement,OD01,always,0.4574005459255209,0.43818383205352623,11,5,12,793.7836003256962,False,False,True,True
anisotropic_band,8112,source_disagreement,OD01,triggered,0.4363035082322604,0.43818383205352623,0,0,1,267.38510036375374,False,False,False,False
anisotropic_band,8112,source_disagreement,OD02,never,0.39914230827194475,0.365387917499411,0,0,1,236.7844998370856,False,False,False,False
anisotropic_band,8112,source_disagreement,OD02,always,0.3673074191079087,0.365387917499411,11,3,12,442.2399998875335,False,False,False,False
anisotropic_band,8112,source_disagreement,OD02,triggered,0.3769766697101498,0.365387917499411,2,1,3,276.342099881731,False,False,False,False
