scenario_family,seed,od_id,decision_step,condition_id,policy,failure_type,difference,stress_case
dual_center,8104,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.029964596010371214,
dual_center,8104,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.029964596010371214,
dual_center,8104,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.029964596010371214,
dual_center,8104,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.029964596010371214,
dual_center,8104,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.029964596010371214,
dual_center,8104,OD04,8.0,C00,main,trusted_worse_than_naive,0.012762074771698717,
dual_center,8104,OD04,8.0,C01,main,trusted_worse_than_naive,0.012762074771698717,
dual_center,8104,OD04,8.0,C04,main,trusted_worse_than_naive,0.012762074771698717,
dual_center,8104,OD04,8.0,C07,main,trusted_worse_than_naive,0.012762074771698717,
dual_center,8104,OD07,8.0,C00,main,trusted_worse_than_naive,0.020229443973984185,
dual_center,8104,OD07,8.0,C01,main,trusted_worse_than_naive,0.02081488425119138,
dual_center,8104,OD07,8.0,C03,main,trusted_worse_than_naive,0.02081488425119138,
dual_center,8104,OD07,8.0,C04,main,trusted_worse_than_naive,0.02081488425119138,
dual_center,8104,OD07,8.0,C05,main,trusted_worse_than_naive,0.02081488425119138,
dual_center,8104,OD07,8.0,C07,main,trusted_worse_than_naive,0.02081488425119138,
dual_center,8105,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.03046545446358706,
dual_center,8105,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.03046545446358706,
dual_center,8105,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.03046545446358706,
dual_center,8105,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.03046545446358706,
dual_center,8105,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.03046545446358706,
dual_center,8105,OD03,4.0,C05,main,trusted_worse_than_naive,0.03046545446358706,
dual_center,8105,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.03046545446358706,
dual_center,8105,OD03,4.0,C07,main,trusted_worse_than_naive,0.029881156512625018,
dual_center,8105,OD04,8.0,C00,main,trusted_worse_than_naive,0.013541861531338573,
dual_center,8105,OD04,8.0,C01,main,trusted_worse_than_naive,0.013541861531338573,
dual_center,8105,OD04,8.0,C04,main,trusted_worse_than_naive,0.013541861531338573,
dual_center,8105,OD07,8.0,C00,main,trusted_worse_than_naive,0.02031628917884487,
dual_center,8105,OD07,8.0,C01,main,trusted_worse_than_naive,0.020903128574354835,
dual_center,8105,OD07,8.0,C02,main,trusted_worse_than_naive,0.020903128574354835,
dual_center,8105,OD07,8.0,C03,main,trusted_worse_than_naive,0.020903128574354835,
dual_center,8105,OD07,8.0,C04,main,trusted_worse_than_naive,0.020903128574354835,
dual_center,8105,OD07,8.0,C07,main,trusted_worse_than_naive,0.020903128574354835,
dual_center,8106,OD03,4.0,C00,main,trusted_worse_than_naive,0.01863655322597385,
dual_center,8106,OD03,4.0,C01,main,trusted_worse_than_naive,0.01863655322597385,
dual_center,8106,OD03,4.0,C02,main,trusted_worse_than_naive,0.03078034290391124,
dual_center,8106,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.03078034290391124,
dual_center,8106,OD03,4.0,C04,main,trusted_worse_than_naive,0.030196343424679695,
dual_center,8106,OD03,4.0,C05,main,trusted_worse_than_naive,0.03078034290391124,
dual_center,8106,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.03078034290391124,
dual_center,8106,OD03,4.0,C07,main,trusted_worse_than_naive,0.01863655322597385,
dual_center,8106,OD04,8.0,C00,main,trusted_worse_than_naive,0.013306085681895397,
dual_center,8106,OD04,8.0,C01,main,trusted_worse_than_naive,0.013306085681895397,
dual_center,8106,OD04,8.0,C04,main,trusted_worse_than_naive,0.013306085681895397,
dual_center,8106,OD04,8.0,C07,main,trusted_worse_than_naive,0.013306085681895397,
dual_center,8106,OD07,8.0,C00,main,trusted_worse_than_naive,0.02094163598241605,
dual_center,8106,OD07,8.0,C01,main,trusted_worse_than_naive,0.021526399675497965,
dual_center,8106,OD07,8.0,C04,main,trusted_worse_than_naive,0.021526399675497965,
dual_center,8107,OD03,4.0,C00,main,trusted_worse_than_naive,0.018694943776004058,
dual_center,8107,OD03,4.0,C01,main,trusted_worse_than_naive,0.01922645867273981,
dual_center,8107,OD03,4.0,C02,main,trusted_worse_than_naive,0.03152892948795866,
dual_center,8107,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.03152892948795866,
dual_center,8107,OD03,4.0,C04,main,trusted_worse_than_naive,0.018694943776004058,
dual_center,8107,OD03,4.0,C05,main,trusted_worse_than_naive,0.03152892948795866,
dual_center,8107,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.03152892948795866,
dual_center,8107,OD03,4.0,C07,main,trusted_worse_than_naive,0.030944102260176076,
dual_center,8107,OD04,8.0,C00,main,trusted_worse_than_naive,0.012811475626483104,
dual_center,8107,OD04,8.0,C01,main,trusted_worse_than_naive,0.012811475626483104,
dual_center,8107,OD04,8.0,C04,main,trusted_worse_than_naive,0.012811475626483104,
dual_center,8107,OD04,8.0,C07,main,trusted_worse_than_naive,0.012811475626483104,
dual_center,8107,OD07,8.0,C00,main,trusted_worse_than_naive,0.01843490971804984,
dual_center,8107,OD07,8.0,C01,main,trusted_worse_than_naive,0.019020349835594308,
dual_center,8107,OD07,8.0,C02,main,trusted_worse_than_naive,0.019020349835594308,
dual_center,8107,OD07,8.0,C03,main,trusted_worse_than_naive,0.019020349835594308,
dual_center,8107,OD07,8.0,C04,main,trusted_worse_than_naive,0.019020349835594308,
dual_center,8107,OD07,8.0,C05,main,trusted_worse_than_naive,0.019020349835594308,
dual_center,8107,OD07,8.0,C06,main,trusted_worse_than_naive,0.019020349835594308,
dual_center,8107,OD07,8.0,C07,main,trusted_worse_than_naive,0.019020349835594308,
dual_center,8108,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.02976133907979034,
dual_center,8108,OD04,8.0,C00,main,trusted_worse_than_naive,0.014380167413515055,
dual_center,8108,OD04,8.0,C01,main,trusted_worse_than_naive,0.014380167413515055,
dual_center,8108,OD07,8.0,C00,main,trusted_worse_than_naive,0.01894991787577105,
dual_center,8108,OD07,8.0,C01,main,trusted_worse_than_naive,0.019535301280221296,
dual_center,8108,OD07,8.0,C02,main,trusted_worse_than_naive,0.019535301280221296,
dual_center,8108,OD07,8.0,C03,main,trusted_worse_than_naive,0.019535301280221296,
dual_center,8108,OD07,8.0,C04,main,trusted_worse_than_naive,0.019535301280221296,
dual_center,8108,OD07,8.0,C05,main,trusted_worse_than_naive,0.019535301280221296,
dual_center,8108,OD07,8.0,C06,main,trusted_worse_than_naive,0.019535301280221296,
dual_center,8108,OD07,8.0,C07,main,trusted_worse_than_naive,0.019535301280221296,
dual_center,8109,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.02907802968166101,
dual_center,8109,OD04,8.0,C00,main,trusted_worse_than_naive,0.014340761404982694,
dual_center,8109,OD07,8.0,C00,main,trusted_worse_than_naive,0.020478131120287513,
dual_center,8109,OD07,8.0,C01,main,trusted_worse_than_naive,0.02106366519840097,
dual_center,8109,OD07,8.0,C04,main,trusted_worse_than_naive,0.02106366519840097,
dual_center,8109,OD07,8.0,C07,main,trusted_worse_than_naive,0.02106366519840097,
dual_center,8110,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.030369947889364868,
dual_center,8110,OD04,8.0,C00,main,trusted_worse_than_naive,0.013479311300110652,
dual_center,8110,OD04,8.0,C01,main,trusted_worse_than_naive,0.013479311300110652,
dual_center,8110,OD04,8.0,C04,main,trusted_worse_than_naive,0.013479311300110652,
dual_center,8110,OD07,8.0,C00,main,trusted_worse_than_naive,0.021105562571005154,
dual_center,8111,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.029017693269184464,
dual_center,8111,OD04,8.0,C00,main,trusted_worse_than_naive,0.013182750172115065,
dual_center,8111,OD04,8.0,C01,main,trusted_worse_than_naive,0.013182750172115065,
dual_center,8111,OD04,8.0,C04,main,trusted_worse_than_naive,0.013182750172115065,
dual_center,8111,OD07,8.0,C00,main,trusted_worse_than_naive,0.018699485909722813,
dual_center,8111,OD07,8.0,C01,main,trusted_worse_than_naive,0.019284155417710558,
dual_center,8111,OD07,8.0,C02,main,trusted_worse_than_naive,0.019284155417710558,
dual_center,8111,OD07,8.0,C03,main,trusted_worse_than_naive,0.019284155417710558,
dual_center,8111,OD07,8.0,C04,main,trusted_worse_than_naive,0.019284155417710558,
dual_center,8111,OD07,8.0,C05,main,trusted_worse_than_naive,0.019284155417710558,
dual_center,8111,OD07,8.0,C06,main,trusted_worse_than_naive,0.019284155417710558,
dual_center,8111,OD07,8.0,C07,main,trusted_worse_than_naive,0.019284155417710558,
dual_center,8112,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.029687598475441224,
dual_center,8112,OD04,8.0,C00,main,trusted_worse_than_naive,0.013245852693232085,
dual_center,8112,OD04,8.0,C01,main,trusted_worse_than_naive,0.013245852693232085,
dual_center,8112,OD04,8.0,C04,main,trusted_worse_than_naive,0.013245852693232085,
dual_center,8112,OD07,8.0,C00,main,trusted_worse_than_naive,0.021221152667842302,
moving_center,8101,OD05,8.0,C00,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD05,8.0,C01,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD05,8.0,C02,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD05,8.0,C03,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD05,8.0,C04,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD05,8.0,C05,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD05,8.0,C06,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD05,8.0,C07,main,trusted_worse_than_naive,0.011946345277969617,
moving_center,8101,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.02382336770987936,
moving_center,8101,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.023467648025328414,
moving_center,8101,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.052468571307490774,
moving_center,8101,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.052468571307490774,
moving_center,8101,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.052468571307490774,
moving_center,8101,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.052468571307490774,
moving_center,8101,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.052468571307490774,
moving_center,8101,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.05087682302388763,
moving_center,8101,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.052468571307490774,
moving_center,8101,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.052468571307490774,
moving_center,8102,OD05,8.0,C00,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD05,8.0,C01,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD05,8.0,C02,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD05,8.0,C03,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD05,8.0,C04,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD05,8.0,C05,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD05,8.0,C06,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD05,8.0,C07,main,trusted_worse_than_naive,0.011605102964569236,
moving_center,8102,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.023302258199730808,
moving_center,8102,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8102,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8102,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8102,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8102,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8102,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8102,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8102,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.024163115598104967,
moving_center,8103,OD05,8.0,C00,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD05,8.0,C01,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD05,8.0,C02,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD05,8.0,C03,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD05,8.0,C04,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD05,8.0,C05,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD05,8.0,C06,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD05,8.0,C07,main,trusted_worse_than_naive,0.011850504393644157,
moving_center,8103,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8103,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8103,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8103,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8103,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8103,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8103,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8103,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.02378420543927895,
moving_center,8104,OD05,8.0,C00,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD05,8.0,C01,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD05,8.0,C02,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD05,8.0,C03,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD05,8.0,C04,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD05,8.0,C05,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD05,8.0,C06,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD05,8.0,C07,main,trusted_worse_than_naive,0.01189582660256211,
moving_center,8104,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.02278282409534338,
moving_center,8104,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.02471881390444669,
moving_center,8104,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.05214794005441287,
moving_center,8104,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.05050927842944658,
moving_center,8104,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.05050927842944658,
moving_center,8104,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.05214794005441287,
moving_center,8104,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.05214794005441287,
moving_center,8104,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.05050927842944658,
moving_center,8104,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.05214794005441287,
moving_center,8104,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.05214794005441287,
moving_center,8105,OD05,8.0,C00,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD05,8.0,C01,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD05,8.0,C02,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD05,8.0,C03,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD05,8.0,C04,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD05,8.0,C05,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD05,8.0,C06,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD05,8.0,C07,main,trusted_worse_than_naive,0.01144951891616297,
moving_center,8105,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8105,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8105,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8105,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8105,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8105,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8105,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8105,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.02478129437034121,
moving_center,8106,OD05,8.0,C00,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD05,8.0,C01,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD05,8.0,C02,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD05,8.0,C03,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD05,8.0,C04,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD05,8.0,C05,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD05,8.0,C06,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD05,8.0,C07,main,trusted_worse_than_naive,0.011915687091748894,
moving_center,8106,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.02451068396526035,
moving_center,8106,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.02483995410521278,
moving_center,8106,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.050977378064127,
moving_center,8106,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.050977378064127,
moving_center,8106,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.050977378064127,
moving_center,8106,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.05280338491136993,
moving_center,8106,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.050977378064127,
moving_center,8106,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.050977378064127,
moving_center,8106,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.05280338491136993,
moving_center,8106,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.05280338491136993,
moving_center,8107,OD05,8.0,C00,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD05,8.0,C01,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD05,8.0,C02,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD05,8.0,C03,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD05,8.0,C04,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD05,8.0,C05,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD05,8.0,C06,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD05,8.0,C07,main,trusted_worse_than_naive,0.011665229894774032,
moving_center,8107,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.02296177875114208,
moving_center,8107,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.02540069446612947,
moving_center,8107,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.02540069446612947,
moving_center,8107,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.02540069446612947,
moving_center,8107,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.02540069446612947,
moving_center,8107,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.02540069446612947,
moving_center,8107,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.02540069446612947,
moving_center,8107,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.02540069446612947,
